base_confidence,confidence_threshold,accuracy,correct_predictions,total_predictions
0.3,0.23,0.5571428571428572,195,350
0.3,0.24,0.5571428571428572,195,350
0.3,0.25,0.5571428571428572,195,350
0.3,0.26,0.5571428571428572,195,350
0.3,0.27,0.5571428571428572,195,350
0.3,0.28,0.5571428571428572,195,350
0.3,0.29,0.5571428571428572,195,350
0.31,0.1,0.8857142857142857,310,350
0.31,0.11,0.5657142857142857,198,350
0.31,0.12,0.5657142857142857,198,350
0.31,0.13,0.5657142857142857,198,350
0.31,0.14,0.5657142857142857,198,350
0.31,0.15,0.5657142857142857,198,350
0.31,0.16,0.5657142857142857,198,350
0.31,0.17,0.5657142857142857,198,350
0.31,0.18,0.5657142857142857,198,350
0.31,0.19,0.5628571428571428,197,350
0.31,0.2,0.5628571428571428,197,350
0.31,0.21,0.5628571428571428,197,350
0.31,0.22,0.5571428571428572,195,350
0.31,0.23,0.5571428571428572,195,350
0.31,0.24,0.5571428571428572,195,350
0.31,0.25,0.5571428571428572,195,350
0.31,0.26,0.5571428571428572,195,350
0.31,0.27,0.5571428571428572,195,350
0.31,0.28,0.5571428571428572,195,350
0.31,0.29,0.5571428571428572,195,350
0.31,0.3,0.5571428571428572,195,350
0.32,0.1,0.8857142857142857,310,350
0.32,0.11,0.8857142857142857,310,350
0.32,0.12,0.8857142857142857,310,350
0.32,0.13,0.5657142857142857,198,350
0.32,0.14,0.5657142857142857,198,350
0.32,0.15,0.5657142857142857,198,350
0.32,0.16,0.5657142857142857,198,350
0.32,0.17,0.5657142857142857,198,350
0.32,0.18,0.5657142857142857,198,350
0.32,0.19,0.5657142857142857,198,350
0.32,0.2,0.5628571428571428,197,350
0.32,0.21,0.5628571428571428,197,350
0.32,0.22,0.5628571428571428,197,350
0.32,0.23,0.5571428571428572,195,350
0.32,0.24,0.5571428571428572,195,350
0.32,0.25,0.5571428571428572,195,350
0.32,0.26,0.5571428571428572,195,350
0.32,0.27,0.5571428571428572,195,350
0.32,0.28,0.5571428571428572,195,350
0.32,0.29,0.5571428571428572,195,350
0.32,0.3,0.5571428571428572,195,350
0.32,0.31,0.5571428571428572,195,350
0.33,0.1,0.8857142857142857,310,350
0.33,0.11,0.8857142857142857,310,350
0.33,0.12,0.8857142857142857,310,350
0.33,0.13,0.8857142857142857,310,350
0.33,0.14,0.5657142857142857,198,350
0.33,0.15,0.5657142857142857,198,350
0.33,0.16,0.5657142857142857,198,350
0.33,0.17,0.5657142857142857,198,350
0.33,0.18,0.5657142857142857,198,350
0.33,0.19,0.5657142857142857,198,350
0.33,0.2,0.5657142857142857,198,350
0.33,0.21,0.5657142857142857,198,350
0.33,0.22,0.5628571428571428,197,350
0.33,0.23,0.5628571428571428,197,350
0.33,0.24,0.5571428571428572,195,350
0.33,0.25,0.5571428571428572,195,350
0.33,0.26,0.5571428571428572,195,350
0.33,0.27,0.5571428571428572,195,350
0.33,0.28,0.5571428571428572,195,350
0.33,0.29,0.5571428571428572,195,350
0.33,0.3,0.5571428571428572,195,350
0.33,0.31,0.5571428571428572,195,350
0.33,0.32,0.5571428571428572,195,350
0.34,0.1,0.8857142857142857,310,350
0.34,0.11,0.8857142857142857,310,350
0.34,0.12,0.8857142857142857,310,350
0.34,0.13,0.8857142857142857,310,350
0.34,0.14,0.8857142857142857,310,350
0.34,0.15,0.5657142857142857,198,350
0.34,0.16,0.5657142857142857,198,350
0.34,0.17,0.5657142857142857,198,350
0.34,0.18,0.5657142857142857,198,350
0.34,0.19,0.5657142857142857,198,350
0.34,0.2,0.5657142857142857,198,350
0.34,0.21,0.5657142857142857,198,350
0.34,0.22,0.5657142857142857,198,350
0.34,0.23,0.5628571428571428,197,350
0.34,0.24,0.5628571428571428,197,350
0.34,0.25,0.5571428571428572,195,350
0.34,0.26,0.5571428571428572,195,350
0.34,0.27,0.5571428571428572,195,350
0.34,0.28,0.5571428571428572,195,350
0.34,0.29,0.5571428571428572,195,350
0.34,0.3,0.5571428571428572,195,350
0.34,0.31,0.5571428571428572,195,350
0.34,0.32,0.5571428571428572,195,350
0.34,0.33,0.5571428571428572,195,350
0.35,0.1,0.8857142857142857,310,350
0.35,0.11,0.8857142857142857,310,350
0.35,0.12,0.8857142857142857,310,350
0.35,0.13,0.8857142857142857,310,350
0.35,0.14,0.8857142857142857,310,350
0.35,0.15,0.5657142857142857,198,350
0.35,0.16,0.5657142857142857,198,350
0.35,0.17,0.5657142857142857,198,350
0.35,0.18,0.5657142857142857,198,350
0.35,0.19,0.5657142857142857,198,350
0.35,0.2,0.5657142857142857,198,350
0.35,0.21,0.5657142857142857,198,350
0.35,0.22,0.5657142857142857,198,350
0.35,0.23,0.5628571428571428,197,350
0.35,0.24,0.5628571428571428,197,350
0.35,0.25,0.5571428571428572,195,350
0.35,0.26,0.5571428571428572,195,350
0.35,0.27,0.5571428571428572,195,350
0.35,0.28,0.5571428571428572,195,350
0.35,0.29,0.5571428571428572,195,350
0.35,0.3,0.5571428571428572,195,350
0.35,0.31,0.5571428571428572,195,350
0.35,0.32,0.5571428571428572,195,350
0.35,0.33,0.5571428571428572,195,350
0.35,0.34,0.5571428571428572,195,350
0.36,0.1,0.8857142857142857,310,350
0.36,0.11,0.8857142857142857,310,350
0.36,0.12,0.8857142857142857,310,350
0.36,0.13,0.8857142857142857,310,350
0.36,0.14,0.8857142857142857,310,350
0.36,0.15,0.8857142857142857,310,350
0.36,0.16,0.5657142857142857,198,350
0.36,0.17,0.5657142857142857,198,350
0.36,0.18,0.5657142857142857,198,350
0.36,0.19,0.5657142857142857,198,350
0.36,0.2,0.5657142857142857,198,350
0.36,0.21,0.5657142857142857,198,350
0.36,0.22,0.5657142857142857,198,350
0.36,0.23,0.5657142857142857,198,350
0.36,0.24,0.5628571428571428,197,350
0.36,0.25,0.5628571428571428,197,350
0.36,0.26,0.5628571428571428,197,350
0.36,0.27,0.5571428571428572,195,350
0.36,0.28,0.5571428571428572,195,350
0.36,0.29,0.5571428571428572,195,350
0.36,0.3,0.5571428571428572,195,350
0.36,0.31,0.5571428571428572,195,350
0.36,0.32,0.5571428571428572,195,350
0.36,0.33,0.5571428571428572,195,350
0.36,0.34,0.5571428571428572,195,350
0.36,0.35,0.5571428571428572,195,350
0.37,0.1,0.8857142857142857,310,350
0.37,0.11,0.8857142857142857,310,350
0.37,0.12,0.8857142857142857,310,350
0.37,0.13,0.8857142857142857,310,350
0.37,0.14,0.8857142857142857,310,350
0.37,0.15,0.8857142857142857,310,350
0.37,0.16,0.8857142857142857,310,350
0.37,0.17,0.5657142857142857,198,350
0.37,0.18,0.5657142857142857,198,350
0.37,0.19,0.5657142857142857,198,350
0.37,0.2,0.5657142857142857,198,350
0.37,0.21,0.5657142857142857,198,350
0.37,0.22,0.5657142857142857,198,350
0.37,0.23,0.5657142857142857,198,350
0.37,0.24,0.5657142857142857,198,350
0.37,0.25,0.5628571428571428,197,350
0.37,0.26,0.5628571428571428,197,350
0.37,0.27,0.5628571428571428,197,350
0.37,0.28,0.5571428571428572,195,350
0.37,0.29,0.5571428571428572,195,350
0.37,0.3,0.5571428571428572,195,350
0.37,0.31,0.5571428571428572,195,350
0.37,0.32,0.5571428571428572,195,350
0.37,0.33,0.5571428571428572,195,350
0.37,0.34,0.5571428571428572,195,350
0.37,0.35,0.5571428571428572,195,350
0.37,0.36,0.5571428571428572,195,350
0.38,0.1,0.8857142857142857,310,350
0.38,0.11,0.8857142857142857,310,350
0.38,0.12,0.8857142857142857,310,350
0.38,0.13,0.8857142857142857,310,350
0.38,0.14,0.8857142857142857,310,350
0.38,0.15,0.8857142857142857,310,350
0.38,0.16,0.8857142857142857,310,350
0.38,0.17,0.8857142857142857,310,350
0.38,0.18,0.8857142857142857,310,350
0.38,0.19,0.5657142857142857,198,350
0.38,0.2,0.5657142857142857,198,350
0.38,0.21,0.5657142857142857,198,350
0.38,0.22,0.5657142857142857,198,350
0.38,0.23,0.5657142857142857,198,350
0.38,0.24,0.5657142857142857,198,350
0.38,0.25,0.5657142857142857,198,350
0.38,0.26,0.5657142857142857,198,350
0.38,0.27,0.5628571428571428,197,350
0.38,0.28,0.5628571428571428,197,350
0.38,0.29,0.5571428571428572,195,350
0.38,0.3,0.5571428571428572,195,350
0.38,0.31,0.5571428571428572,195,350
0.38,0.32,0.5571428571428572,195,350
0.38,0.33,0.5571428571428572,195,350
0.38,0.34,0.5571428571428572,195,350
0.38,0.35,0.5571428571428572,195,350
0.38,0.36,0.5571428571428572,195,350
0.38,0.37,0.5571428571428572,195,350
0.39,0.1,0.8857142857142857,310,350
0.39,0.11,0.8857142857142857,310,350
0.39,0.12,0.8857142857142857,310,350
0.39,0.13,0.8857142857142857,310,350
0.39,0.14,0.8857142857142857,310,350
0.39,0.15,0.8857142857142857,310,350
0.39,0.16,0.8857142857142857,310,350
0.39,0.17,0.8857142857142857,310,350
0.39,0.18,0.8857142857142857,310,350
0.39,0.19,0.8857142857142857,310,350
0.39,0.2,0.5657142857142857,198,350
0.39,0.21,0.5657142857142857,198,350
0.39,0.22,0.5657142857142857,198,350
0.39,0.23,0.5657142857142857,198,350
0.39,0.24,0.5657142857142857,198,350
0.39,0.25,0.5657142857142857,198,350
0.39,0.26,0.5657142857142857,198,350
0.39,0.27,0.5657142857142857,198,350
0.39,0.28,0.5628571428571428,197,350
0.39,0.29,0.5628571428571428,197,350
0.39,0.3,0.5571428571428572,195,350
0.39,0.31,0.5571428571428572,195,350
0.39,0.32,0.5571428571428572,195,350
0.39,0.33,0.5571428571428572,195,350
0.39,0.34,0.5571428571428572,195,350
0.39,0.35,0.5571428571428572,195,350
0.39,0.36,0.5571428571428572,195,350
0.39,0.37,0.5571428571428572,195,350
0.39,0.38,0.5571428571428572,195,350
0.4,0.1,0.8857142857142857,310,350
0.4,0.11,0.8857142857142857,310,350
0.4,0.12,0.8857142857142857,310,350
0.4,0.13,0.8857142857142857,310,350
0.4,0.14,0.8857142857142857,310,350
0.4,0.15,0.8857142857142857,310,350
0.4,0.16,0.8857142857142857,310,350
0.4,0.17,0.8857142857142857,310,350
0.4,0.18,0.8857142857142857,310,350
0.4,0.19,0.8857142857142857,310,350
0.4,0.2,0.8857142857142857,310,350
0.4,0.21,0.5657142857142857,198,350
0.4,0.22,0.5657142857142857,198,350
0.4,0.23,0.5657142857142857,198,350
0.4,0.24,0.5657142857142857,198,350
0.4,0.25,0.5657142857142857,198,350
0.4,0.26,0.5657142857142857,198,350
0.4,0.27,0.5657142857142857,198,350
0.4,0.28,0.5657142857142857,198,350
0.4,0.29,0.5628571428571428,197,350
0.4,0.3,0.5628571428571428,197,350
0.4,0.31,0.5571428571428572,195,350
0.4,0.32,0.5571428571428572,195,350
0.4,0.33,0.5571428571428572,195,350
0.4,0.34,0.5571428571428572,195,350
0.4,0.35,0.5571428571428572,195,350
0.4,0.36,0.5571428571428572,195,350
0.4,0.37,0.5571428571428572,195,350
0.4,0.38,0.5571428571428572,195,350
0.4,0.39,0.5571428571428572,195,350
0.41,0.1,0.8857142857142857,310,350
0.41,0.11,0.8857142857142857,310,350
0.41,0.12,0.8857142857142857,310,350
0.41,0.13,0.8857142857142857,310,350
0.41,0.14,0.8857142857142857,310,350
0.41,0.15,0.8857142857142857,310,350
0.41,0.16,0.8857142857142857,310,350
0.41,0.17,0.8857142857142857,310,350
0.41,0.18,0.8857142857142857,310,350
0.41,0.19,0.8857142857142857,310,350
0.41,0.2,0.8857142857142857,310,350
0.41,0.21,0.5657142857142857,198,350
0.41,0.22,0.5657142857142857,198,350
0.41,0.23,0.5657142857142857,198,350
0.41,0.24,0.5657142857142857,198,350
0.41,0.25,0.5657142857142857,198,350
0.41,0.26,0.5657142857142857,198,350
0.41,0.27,0.5657142857142857,198,350
0.41,0.28,0.5657142857142857,198,350
0.41,0.29,0.5628571428571428,197,350
0.41,0.3,0.5628571428571428,197,350
0.41,0.31,0.5571428571428572,195,350
0.41,0.32,0.5571428571428572,195,350
0.41,0.33,0.5571428571428572,195,350
0.41,0.34,0.5571428571428572,195,350
0.41,0.35,0.5571428571428572,195,350
0.41,0.36,0.5571428571428572,195,350
0.41,0.37,0.5571428571428572,195,350
0.41,0.38,0.5571428571428572,195,350
0.41,0.39,0.5571428571428572,195,350
0.41,0.4,0.5571428571428572,195,350
0.42,0.1,0.8857142857142857,310,350
0.42,0.11,0.8857142857142857,310,350
0.42,0.12,0.8857142857142857,310,350
0.42,0.13,0.8857142857142857,310,350
0.42,0.14,0.8857142857142857,310,350
0.42,0.15,0.8857142857142857,310,350
0.42,0.16,0.8857142857142857,310,350
0.42,0.17,0.8857142857142857,310,350
0.42,0.18,0.8857142857142857,310,350
0.42,0.19,0.8857142857142857,310,350
0.42,0.2,0.8857142857142857,310,350
0.42,0.21,0.8857142857142857,310,350
0.42,0.22,0.5657142857142857,198,350
0.42,0.23,0.5657142857142857,198,350
0.42,0.24,0.5657142857142857,198,350
0.42,0.25,0.5657142857142857,198,350
0.42,0.26,0.5657142857142857,198,350
0.42,0.27,0.5657142857142857,198,350
0.42,0.28,0.5657142857142857,198,350
0.42,0.29,0.5657142857142857,198,350
0.42,0.3,0.5628571428571428,197,350
0.42,0.31,0.5628571428571428,197,350
0.42,0.32,0.5571428571428572,195,350
0.42,0.33,0.5571428571428572,195,350
0.42,0.34,0.5571428571428572,195,350
0.42,0.35,0.5571428571428572,195,350
0.42,0.36,0.5571428571428572,195,350
0.42,0.37,0.5571428571428572,195,350
0.42,0.38,0.5571428571428572,195,350
0.42,0.39,0.5571428571428572,195,350
0.42,0.4,0.5571428571428572,195,350
0.42,0.41,0.5571428571428572,195,350
0.43,0.1,0.8857142857142857,310,350
0.43,0.11,0.8857142857142857,310,350
0.43,0.12,0.8857142857142857,310,350
0.43,0.13,0.8857142857142857,310,350
0.43,0.14,0.8857142857142857,310,350
0.43,0.15,0.8857142857142857,310,350
0.43,0.16,0.8857142857142857,310,350
0.43,0.17,0.8857142857142857,310,350
0.43,0.18,0.8857142857142857,310,350
0.43,0.19,0.8857142857142857,310,350
0.43,0.2,0.8857142857142857,310,350
0.43,0.21,0.8857142857142857,310,350
0.43,0.22,0.8857142857142857,310,350
0.43,0.23,0.5657142857142857,198,350
0.43,0.24,0.5657142857142857,198,350
0.43,0.25,0.5657142857142857,198,350
0.43,0.26,0.5657142857142857,198,350
0.43,0.27,0.5657142857142857,198,350
0.43,0.28,0.5657142857142857,198,350
0.43,0.29,0.5657142857142857,198,350
0.43,0.3,0.5657142857142857,198,350
0.43,0.31,0.5628571428571428,197,350
0.43,0.32,0.5628571428571428,197,350
0.43,0.33,0.5571428571428572,195,350
0.43,0.34,0.5571428571428572,195,350
0.43,0.35,0.5571428571428572,195,350
0.43,0.36,0.5571428571428572,195,350
0.43,0.37,0.5571428571428572,195,350
0.43,0.38,0.5571428571428572,195,350
0.43,0.39,0.5571428571428572,195,350
0.43,0.4,0.5571428571428572,195,350
0.43,0.41,0.5571428571428572,195,350
0.43,0.42,0.5571428571428572,195,350
0.44,0.1,0.8857142857142857,310,350
0.44,0.11,0.8857142857142857,310,350
0.44,0.12,0.8857142857142857,310,350
0.44,0.13,0.8857142857142857,310,350
0.44,0.14,0.8857142857142857,310,350
0.44,0.15,0.8857142857142857,310,350
0.44,0.16,0.8857142857142857,310,350
0.44,0.17,0.8857142857142857,310,350
0.44,0.18,0.8857142857142857,310,350
0.44,0.19,0.8857142857142857,310,350
0.44,0.2,0.8857142857142857,310,350
0.44,0.21,0.8857142857142857,310,350
0.44,0.22,0.8857142857142857,310,350
0.44,0.23,0.8857142857142857,310,350
0.44,0.24,0.8857142857142857,310,350
0.44,0.25,0.5657142857142857,198,350
0.44,0.26,0.5657142857142857,198,350
0.44,0.27,0.5657142857142857,198,350
0.44,0.28,0.5657142857142857,198,350
0.44,0.29,0.5657142857142857,198,350
0.44,0.3,0.5657142857142857,198,350
0.44,0.31,0.5657142857142857,198,350
0.44,0.32,0.5628571428571428,197,350
0.44,0.33,0.5628571428571428,197,350
0.44,0.34,0.5571428571428572,195,350
0.44,0.35,0.5571428571428572,195,350
0.44,0.36,0.5571428571428572,195,350
0.44,0.37,0.5571428571428572,195,350
0.44,0.38,0.5571428571428572,195,350
0.44,0.39,0.5571428571428572,195,350
0.44,0.4,0.5571428571428572,195,350
0.44,0.41,0.5571428571428572,195,350
0.44,0.42,0.5571428571428572,195,350
0.44,0.43,0.5571428571428572,195,350
0.45,0.1,0.8857142857142857,310,350
0.45,0.11,0.8857142857142857,310,350
0.45,0.12,0.8857142857142857,310,350
0.45,0.13,0.8857142857142857,310,350
0.45,0.14,0.8857142857142857,310,350
0.45,0.15,0.8857142857142857,310,350
0.45,0.16,0.8857142857142857,310,350
0.45,0.17,0.8857142857142857,310,350
0.45,0.18,0.8857142857142857,310,350
0.45,0.19,0.8857142857142857,310,350
0.45,0.2,0.8857142857142857,310,350
0.45,0.21,0.8857142857142857,310,350
0.45,0.22,0.8857142857142857,310,350
0.45,0.23,0.8857142857142857,310,350
0.45,0.24,0.8857142857142857,310,350
0.45,0.25,0.8857142857142857,310,350
0.45,0.26,0.5657142857142857,198,350
0.45,0.27,0.5657142857142857,198,350
0.45,0.28,0.5657142857142857,198,350
0.45,0.29,0.5657142857142857,198,350
0.45,0.3,0.5657142857142857,198,350
0.45,0.31,0.5657142857142857,198,350
0.45,0.32,0.5657142857142857,198,350
0.45,0.33,0.5628571428571428,197,350
0.45,0.34,0.5628571428571428,197,350
0.45,0.35,0.5628571428571428,197,350
0.45,0.36,0.5571428571428572,195,350
0.45,0.37,0.5571428571428572,195,350
0.45,0.38,0.5571428571428572,195,350
0.45,0.39,0.5571428571428572,195,350
0.45,0.4,0.5571428571428572,195,350
0.45,0.41,0.5571428571428572,195,350
0.45,0.42,0.5571428571428572,195,350
0.45,0.43,0.5571428571428572,195,350
0.45,0.44,0.5571428571428572,195,350
0.46,0.1,0.8857142857142857,310,350
0.46,0.11,0.8857142857142857,310,350
0.46,0.12,0.8857142857142857,310,350
0.46,0.13,0.8857142857142857,310,350
0.46,0.14,0.8857142857142857,310,350
0.46,0.15,0.8857142857142857,310,350
0.46,0.16,0.8857142857142857,310,350
0.46,0.17,0.8857142857142857,310,350
0.46,0.18,0.8857142857142857,310,350
0.46,0.19,0.8857142857142857,310,350
0.46,0.2,0.8857142857142857,310,350
0.46,0.21,0.8857142857142857,310,350
0.46,0.22,0.8857142857142857,310,350
0.46,0.23,0.8857142857142857,310,350
0.46,0.24,0.8857142857142857,310,350
0.46,0.25,0.8857142857142857,310,350
0.46,0.26,0.8857142857142857,310,350
0.46,0.27,0.5657142857142857,198,350
0.46,0.28,0.5657142857142857,198,350
0.46,0.29,0.5657142857142857,198,350
0.46,0.3,0.5657142857142857,198,350
0.46,0.31,0.5657142857142857,198,350
0.46,0.32,0.5657142857142857,198,350
0.46,0.33,0.5657142857142857,198,350
0.46,0.34,0.5628571428571428,197,350
0.46,0.35,0.5628571428571428,197,350
0.46,0.36,0.5628571428571428,197,350
0.46,0.37,0.5571428571428572,195,350
0.46,0.38,0.5571428571428572,195,350
0.46,0.39,0.5571428571428572,195,350
0.46,0.4,0.5571428571428572,195,350
0.46,0.41,0.5571428571428572,195,350
