date,open,high,low,close,volume,adjclose,dividends
2021-01-04,266.010009765625,266.44000244140625,261.05999755859375,263.9200134277344,5002000,237.97177124023438,0.0
2021-01-05,262.6600036621094,266.5299987792969,262.260009765625,266.04998779296875,3822600,239.89230346679688,0.0
2021-01-06,264.05999755859375,269.7699890136719,261.8699951171875,267.57000732421875,3949200,241.26287841796875,0.0
2021-01-07,266.95001220703125,268.7799987792969,266.1700134277344,266.260009765625,3833200,240.0816650390625,0.0
2021-01-08,267.3500061035156,270.7300109863281,267.0,269.0899963378906,3757700,242.63345336914062,0.0
2021-01-11,267.4700012207031,273.3699951171875,267.260009765625,271.2300109863281,3764400,244.56304931640625,0.0
2021-01-12,271.1099853515625,277.94000244140625,270.6499938964844,276.3299865722656,4030900,249.16159057617188,0.0
2021-01-13,278.30999755859375,280.4800109863281,273.94000244140625,274.04998779296875,3921400,247.10577392578125,0.0
2021-01-14,274.5,274.8999938964844,267.6700134277344,268.3399963378906,4641400,241.95716857910156,0.0
2021-01-15,268.6300048828125,276.3900146484375,268.0,275.5899963378906,5131700,248.49435424804688,0.0
2021-01-19,278.0,278.0,273.0199890136719,273.19000244140625,3615800,246.33033752441406,0.0
2021-01-20,273.25,277.2099914550781,271.5,274.29998779296875,3498400,247.33119201660156,0.0
2021-01-21,276.2200012207031,280.70001220703125,275.6700134277344,279.04998779296875,4397900,251.61416625976562,0.0
2021-01-22,279.260009765625,285.0799865722656,277.8699951171875,284.0,4501900,256.0775146484375,0.0
2021-01-25,283.8500061035156,285.7699890136719,281.4200134277344,285.0799865722656,4025900,257.05126953125,0.0
2021-01-26,285.4200134277344,285.6499938964844,281.70001220703125,282.6000061035156,2472200,254.8151092529297,0.0
2021-01-27,279.989990234375,280.80999755859375,273.0799865722656,274.04998779296875,4337000,247.10577392578125,0.0
2021-01-28,276.1700134277344,282.9599914550781,274.92999267578125,278.04998779296875,3463000,250.71246337890625,0.0
2021-01-29,275.80999755859375,277.05999755859375,270.0299987792969,270.82000732421875,4079500,244.1934051513672,0.0
