date,open,high,low,close,volume,adjclose,dividends,splits
2010-01-04,25.798999786376953,25.81999969482422,25.60700035095215,25.68400001525879,9321000,23.681161880493164,0.0,0.0
2010-01-05,25.784000396728516,25.79599952697754,25.30500030517578,25.607999801635742,12906000,23.6110782623291,0.0,0.0
2010-01-06,25.624000549316406,25.624000549316406,25.25,25.555999755859375,10785000,23.576948165893555,0.015,0.0
2010-01-07,25.34000015258789,25.4060001373291,25.097999572753906,25.388999938964844,11273000,23.422876358032227,0.0,0.0
2010-01-08,25.232999801635742,25.492000579833984,25.170000076293945,25.398000717163086,8635000,23.431182861328125,0.0,0.0
2010-01-11,25.457000732421875,25.535999298095703,24.788000106811523,24.979999542236328,11171000,23.045551300048828,0.0,0.0
2010-01-12,24.958999633789062,25.29400062561035,24.856000900268555,24.965999603271484,8595000,23.032636642456055,0.0,0.0
2010-01-13,25.180999755859375,25.624000549316406,24.965999603271484,25.614999771118164,8585000,23.631372451782227,0.0,0.0
2010-01-14,25.625,26.18400001525879,25.450000762939453,26.04800033569336,12433000,24.03084945678711,0.0,0.0
2010-01-15,26.180999755859375,26.58799934387207,26.05500030517578,26.264999389648438,19419000,24.231048583984375,0.0,0.0
2010-01-19,26.25,26.988000869750977,26.170000076293945,26.475000381469727,14633000,24.424779891967773,0.0,0.0
2010-01-20,26.301000595092773,26.614999771118164,26.219999313354492,26.339000701904297,10211000,24.299312591552734,0.0,0.0
2010-01-21,26.354999542236328,26.700000762939453,25.611000061035156,25.85099983215332,14131000,23.84910011291504,0.0,0.0
2010-01-22,25.73900032043457,26.099000930786133,25.107999801635742,25.180999755859375,13251000,23.230989456176758,0.0,0.0
2010-01-25,25.34000015258789,25.42300033569336,24.849000930786133,25.2450008392334,10811000,23.2900333404541,0.0,0.0
2010-01-26,25.20199966430664,25.312999725341797,24.80500030517578,24.861000061035156,11194000,22.93577003479004,0.0,0.0
2010-01-27,24.968000411987305,25.64299964904785,24.834999084472656,25.632999420166016,10066000,23.64798355102539,0.0,0.0
2010-01-28,25.6299991607666,25.795000076293945,24.58300018310547,24.94499969482422,16120000,23.013256072998047,0.0,0.0
2010-01-29,25.115999221801758,25.513999938964844,24.909000396728516,24.989999771118164,15042000,23.054777145385742,0.0,0.0
2010-02-01,25.113000869750977,25.650999069213867,25.108999252319336,25.341999053955078,9329000,23.379512786865234,0.0,0.0
2010-02-02,25.6200008392334,25.6299991607666,25.180999755859375,25.256000518798828,13404000,23.30018424987793,0.0,0.0
2010-02-03,25.2450008392334,25.399999618530273,24.70599937438965,24.757999420166016,17961000,22.840749740600586,0.0,0.0
2010-02-04,23.43400001525879,23.55299949645996,22.089000701904297,22.211000442504883,108380000,20.490985870361328,0.0,0.0
2010-02-05,22.540000915527344,22.540000915527344,21.71500015258789,22.073999404907227,58136000,20.364591598510742,0.0,0.0
2010-02-08,22.100000381469727,22.84600067138672,22.017000198364258,22.639999389648438,28165000,20.886760711669922,0.0,0.0
2010-02-09,22.860000610351562,22.864999771118164,22.299999237060547,22.344999313354492,16486000,20.614608764648438,0.0,0.0
2010-02-10,22.170000076293945,22.785999298095703,22.170000076293945,22.690000534057617,18326000,20.93289566040039,0.0,0.0
2010-02-11,22.690000534057617,22.929000854492188,22.48200035095215,22.899999618530273,12221000,21.12662696838379,0.0,0.0
2010-02-12,22.774999618530273,22.774999618530273,22.46500015258789,22.54800033569336,14838000,20.80188751220703,0.0,0.0
2010-02-16,22.65999984741211,22.816999435424805,22.450000762939453,22.530000686645508,17568000,20.7852783203125,0.0,0.0
2010-02-17,22.559999465942383,22.604999542236328,22.343000411987305,22.482999801635742,12500000,20.74192237854004,0.0,0.0
2010-02-18,22.43000030517578,22.43000030517578,22.160999298095703,22.200000762939453,17281000,20.480836868286133,0.0,0.0
2010-02-19,22.191999435424805,22.388999938964844,21.959999084472656,22.26300048828125,17620000,20.53896141052246,0.0,0.0
2010-02-22,22.284000396728516,22.69499969482422,22.284000396728516,22.423999786376953,10856000,20.687488555908203,0.0,0.0
2010-02-23,22.32200050354004,22.368999481201172,21.937000274658203,22.20199966430664,16517000,20.482683181762695,0.0,0.0
2010-02-24,22.20199966430664,22.31100082397461,21.899999618530273,22.174999237060547,15190000,20.457773208618164,0.0,0.0
2010-02-25,21.954999923706055,22.315000534057617,21.64299964904785,22.14900016784668,19896000,20.433788299560547,0.0,0.0
2010-02-26,22.29800033569336,22.513999938964844,22.106000900268555,22.437000274658203,10947000,20.699481964111328,0.0,0.0
2010-03-01,22.5939998626709,23.285999298095703,22.538000106811523,23.27400016784668,24265000,21.4716739654541,0.0,0.0
2010-03-02,23.229000091552734,23.35300064086914,22.906999588012695,23.180999755859375,13247000,21.385860443115234,0.0,0.0
2010-03-03,23.183000564575195,23.448999404907227,23.100000381469727,23.21500015258789,13620000,21.4172420501709,0.0,0.0
2010-03-04,23.17300033569336,23.34600067138672,22.98200035095215,23.299999237060547,10161000,21.495649337768555,0.0,0.0
2010-03-05,23.365999221801758,23.979999542236328,23.270999908447266,23.95400047302246,32910000,22.099002838134766,0.0,0.0
2010-03-08,23.909000396728516,24.70800018310547,23.839000701904297,24.56100082397461,29561000,22.659000396728516,0.0,0.0
2010-03-09,24.5049991607666,25.18899917602539,24.465999603271484,24.648000717163086,21849000,22.739267349243164,0.0,0.0
2010-03-10,24.709999084472656,25.049999237060547,24.607999801635742,24.959999084472656,19561000,23.027095794677734,0.0,0.0
2010-03-11,24.80500030517578,25.049999237060547,24.61400032043457,25.018999099731445,11508000,23.08153533935547,0.0,0.0
2010-03-12,25.106000900268555,25.177000045776367,24.85300064086914,24.996999740600586,8736000,23.061241149902344,0.0,0.0
2010-03-15,25.097999572753906,25.097999572753906,24.594999313354492,25.007999420166016,11262000,23.071378707885742,0.0,0.0
2010-03-16,25.024999618530273,25.1299991607666,24.691999435424805,24.93400001525879,9672000,23.00312042236328,0.0,0.0
2010-03-17,24.968000411987305,25.100000381469727,24.68000030517578,24.864999771118164,11144000,22.939462661743164,0.0,0.0
2010-03-18,24.882999420166016,24.882999420166016,24.461999893188477,24.6299991607666,7593000,22.722654342651367,0.0,0.0
2010-03-19,24.43600082397461,24.808000564575195,24.2549991607666,24.43600082397461,9801000,22.54368019104004,0.0,0.0
2010-03-22,24.27899932861328,24.823999404907227,24.225000381469727,24.70800018310547,8089000,22.79461097717285,0.0,0.0
2010-03-23,24.707000732421875,25.065000534057617,24.437999725341797,24.55900001525879,11016000,22.65715789794922,0.0,0.0
2010-03-24,24.520000457763672,24.687999725341797,24.395000457763672,24.468000411987305,7700000,22.573200225830078,0.0,0.0
2010-03-25,24.643999099731445,25.02899932861328,24.608999252319336,24.608999252319336,13145000,22.70328712463379,0.0,0.0
2010-03-26,24.725000381469727,24.875,24.506999969482422,24.624000549316406,10836000,22.71712303161621,0.0,0.0
2010-03-29,24.69300079345703,24.923999786376953,24.660999298095703,24.801000595092773,7287000,22.880414962768555,0.0,0.0
2010-03-30,24.92300033569336,25.382999420166016,24.920000076293945,25.240999221801758,12046000,23.286338806152344,0.0,0.0
2010-03-31,25.219999313354492,25.42799949645996,25.142000198364258,25.399999618530273,9333000,23.43303108215332,0.0,0.0
2010-04-01,25.55500030517578,25.589000701904297,25.20599937438965,25.393999099731445,11188000,23.42749786376953,0.0,0.0
2010-04-05,25.452999114990234,25.62700080871582,25.28700065612793,25.558000564575195,7457000,23.57879066467285,0.0,0.0
2010-04-06,25.485000610351562,26.100000381469727,25.479999542236328,25.875,13992000,23.871252059936523,0.0,0.0
2010-04-07,25.889999389648438,25.954999923706055,25.490999221801758,25.56599998474121,7831000,23.599857330322266,0.015,0.0
2010-04-08,25.4060001373291,25.729999542236328,25.4060001373291,25.687999725341797,6402000,23.712472915649414,0.0,0.0
2010-04-09,25.875,25.999000549316406,25.68199920654297,25.88800048828125,4966000,23.897085189819336,0.0,0.0
2010-04-12,25.83099937438965,26.100000381469727,25.827999114990234,25.957000732421875,6537000,23.960796356201172,0.0,0.0
2010-04-13,25.8700008392334,26.054000854492188,25.72100067138672,25.850000381469727,7131000,23.862022399902344,0.0,0.0
2010-04-14,25.906999588012695,26.42300033569336,25.801000595092773,26.312999725341797,11661000,24.289411544799805,0.0,0.0
2010-04-15,26.459999084472656,26.465999603271484,26.225000381469727,26.26300048828125,6282000,24.243249893188477,0.0,0.0
2010-04-16,26.10300064086914,26.371999740600586,25.826000213623047,25.950000762939453,11495000,23.95433235168457,0.0,0.0
2010-04-19,25.882999420166016,26.152999877929688,25.472000122070312,25.729999542236328,9559000,23.751251220703125,0.0,0.0
2010-04-20,25.895000457763672,26.288000106811523,25.716999053955078,26.138999938964844,7375000,24.12879180908203,0.0,0.0
2010-04-21,26.334999084472656,26.334999084472656,25.878000259399414,26.05900001525879,5035000,24.054941177368164,0.0,0.0
2010-04-22,25.8799991607666,26.25200080871582,25.201000213623047,26.15999984741211,8638000,24.14817237854004,0.0,0.0
2010-04-23,26.361000061035156,26.757999420166016,26.200000762939453,26.722000122070312,10379000,24.666954040527344,0.0,0.0
2010-04-26,26.81599998474121,26.922000885009766,26.56800079345703,26.577999114990234,7095000,24.534021377563477,0.0,0.0
