date,open,high,low,close,volume,adjclose,dividends
2021-01-04,226.07000732421875,226.2100067138672,219.27000427246094,219.60000610351562,2786400,196.27578735351562,0.0
2021-01-05,220.1199951171875,222.60000610351562,219.08999633789062,220.7100067138672,2481600,197.2678985595703,0.0
2021-01-06,219.5,219.67999267578125,214.55999755859375,214.88999938964844,3230900,192.06605529785156,0.0
2021-01-07,215.27000427246094,219.50999450683594,214.67999267578125,217.5,2933800,194.39883422851562,0.0
2021-01-08,218.24000549316406,223.82000732421875,218.11000061035156,222.1999969482422,2310400,198.59962463378906,0.0
2021-01-11,221.25999450683594,221.97000122070312,214.19000244140625,214.9199981689453,2284700,192.09288024902344,0.0
2021-01-12,214.6199951171875,215.77999877929688,210.66000366210938,214.91000366210938,2468900,192.08392333984375,0.0
2021-01-13,214.2899932861328,217.1699981689453,213.89999389648438,216.4600067138672,2314800,193.46929931640625,0.0
2021-01-14,217.0,217.24000549316406,214.41000366210938,214.99000549316406,3735000,192.15541076660156,0.0
2021-01-15,214.99000549316406,220.4600067138672,214.22000122070312,219.88999938964844,2404700,196.53500366210938,0.0
2021-01-19,220.86000061035156,221.52000427246094,215.9600067138672,216.8800048828125,2536400,193.84471130371094,0.0
2021-01-20,217.75,223.60000610351562,216.0800018310547,222.77999877929688,2399000,199.1180419921875,0.0
2021-01-21,220.9499969482422,223.16000366210938,218.36000061035156,222.1999969482422,1736700,198.59962463378906,0.0
2021-01-22,222.10000610351562,225.0,221.86000061035156,223.9199981689453,2113900,200.13693237304688,0.0
2021-01-25,224.0,228.72999572753906,222.1300048828125,227.50999450683594,2401800,203.34567260742188,0.0
2021-01-26,227.83999633789062,232.99000549316406,224.30999755859375,232.2899932861328,2838700,207.6179656982422,0.0
2021-01-27,234.13999938964844,234.13999938964844,227.6199951171875,229.05999755859375,2763100,204.7310028076172,0.0
2021-01-28,227.7100067138672,232.9600067138672,226.61000061035156,228.30999755859375,2685600,204.06068420410156,0.0
2021-01-29,226.8699951171875,228.77999877929688,225.0800018310547,227.36000061035156,2701200,203.21157836914062,0.0
2021-02-01,229.1699981689453,235.67999267578125,225.9499969482422,235.57000732421875,2172100,210.54957580566406,0.0
2021-02-02,236.0800018310547,237.97999572753906,234.5800018310547,236.14999389648438,2045200,211.0679931640625,0.0
2021-02-03,234.75,235.52999877929688,230.77000427246094,232.30999755859375,2503000,207.6358184814453,0.0
2021-02-04,232.1300048828125,235.24000549316406,231.27999877929688,232.1999969482422,1934100,207.53750610351562,0.0
2021-02-05,232.63999938964844,234.97000122070312,231.6300048828125,232.99000549316406,1609300,208.24362182617188,0.0
2021-02-08,233.02000427246094,233.3699951171875,228.8000030517578,232.7899932861328,1775200,208.0648193359375,0.0
2021-02-09,231.25,234.74000549316406,231.05999755859375,231.66000366210938,1263200,207.05487060546875,0.0
2021-02-10,232.4199981689453,234.1699981689453,230.47000122070312,231.66000366210938,1539000,207.05487060546875,0.0
2021-02-11,230.7899932861328,231.60000610351562,227.08999633789062,227.82000732421875,1412200,203.62274169921875,0.0
2021-02-12,227.82000732421875,228.5399932861328,223.5500030517578,227.19000244140625,1632200,203.0596160888672,0.0
2021-02-16,227.58999633789062,227.58999633789062,223.2100067138672,224.97999572753906,1444400,201.08436584472656,0.0
2021-02-17,223.50999450683594,226.72999572753906,223.0500030517578,226.30999755859375,1234800,202.27310180664062,0.0
2021-02-18,225.57000732421875,228.52000427246094,225.24000549316406,228.25999450683594,1131600,204.0159912109375,0.0
2021-02-19,228.61000061035156,229.82000732421875,226.22999572753906,226.3699951171875,2034300,202.3267059326172,0.0
2021-02-22,226.69000244140625,227.25,222.19000244140625,225.07000732421875,1774400,201.16481018066406,0.0
2021-02-23,226.3300018310547,228.0800018310547,221.64999389648438,223.1699981689453,1731600,199.46661376953125,0.0
2021-02-24,223.1699981689453,226.4499969482422,222.39999389648438,224.77999877929688,1696400,200.9055938720703,0.0
2021-02-25,223.60000610351562,227.88999938964844,221.41000366210938,224.75,2912200,200.8787841796875,0.0
