date,open,high,low,close,volume,adjclose,dividends
2021-01-04,2250.0,2257.18994140625,2121.2099609375,2164.080078125,334000,2140.676025390625,0.0
2021-01-05,2164.0,2225.93994140625,2154.56005859375,2188.070068359375,348200,2164.406005859375,0.0
2021-01-06,2175.889892578125,2288.489990234375,2160.0,2249.81005859375,393400,2225.47900390625,0.0
2021-01-07,2278.14990234375,2288.0,2219.77001953125,2239.85009765625,299700,2215.626220703125,0.0
2021-01-08,2256.340087890625,2289.97998046875,2248.469970703125,2281.5400390625,310500,2256.86572265625,0.0
2021-01-11,2252.429931640625,2290.0400390625,2214.030029296875,2221.27001953125,320600,2197.247314453125,0.0
2021-01-12,2237.360107421875,2243.639892578125,2191.6298828125,2196.340087890625,259400,2172.586669921875,0.0
2021-01-13,2168.39990234375,2208.080078125,2168.39990234375,2182.419921875,239600,2158.8173828125,0.0
2021-01-14,2185.27001953125,2215.780029296875,2178.77001953125,2182.590087890625,273100,2158.9853515625,0.0
2021-01-15,2179.2900390625,2179.2900390625,2116.0,2119.22998046875,340800,2096.31103515625,0.0
2021-01-19,2135.0,2169.949951171875,2108.9599609375,2163.0400390625,274900,2139.647216796875,0.0
2021-01-20,2179.97998046875,2179.97998046875,2124.56005859375,2160.050048828125,339000,2136.689453125,0.0
2021-01-21,2140.89990234375,2157.010009765625,2105.0,2109.93994140625,460800,2087.12109375,0.0
2021-01-22,2101.830078125,2109.510009765625,2065.0,2066.239990234375,356700,2043.8941650390625,0.0
2021-01-25,2044.8599853515625,2060.35009765625,1947.0899658203125,2018.4300537109375,879500,1996.6009521484375,0.0
2021-01-26,2033.3699951171875,2056.72998046875,1974.6500244140625,1983.1600341796875,447600,1961.71240234375,0.0
2021-01-27,1949.3299560546875,1975.9599609375,1860.72998046875,1886.0899658203125,705600,1865.692138671875,0.0
2021-01-28,1979.0400390625,2048.77001953125,1935.8800048828125,2034.0999755859375,843300,2012.101318359375,0.0
2021-01-29,2036.0,2040.0,1938.800048828125,1944.3299560546875,536200,1923.30224609375,0.0
2021-02-01,1996.18994140625,2006.3800048828125,1965.0,1990.4599609375,478700,1968.9332275390625,0.0
2021-02-02,2035.0,2112.909912109375,2025.4100341796875,2065.530029296875,440700,2043.19140625,0.0
2021-02-03,2079.530029296875,2094.800048828125,2024.719970703125,2027.300048828125,352600,2005.3751220703125,0.0
2021-02-04,2036.18994140625,2085.89990234375,2015.6600341796875,2082.93994140625,355200,2060.413330078125,0.0
2021-02-05,2109.2900390625,2129.989990234375,2073.8798828125,2096.419921875,238400,2073.747314453125,0.0
2021-02-08,2117.050048828125,2131.659912109375,2070.7900390625,2099.56005859375,219000,2076.853515625,0.0
2021-02-09,2082.8798828125,2104.85009765625,2051.639892578125,2085.280029296875,229700,2062.728271484375,0.0
2021-02-10,2116.300048828125,2161.2099609375,2091.179931640625,2141.760009765625,334100,2118.59716796875,0.0
2021-02-11,2145.340087890625,2183.659912109375,2132.840087890625,2159.260009765625,258300,2135.90771484375,0.0
2021-02-12,2126.35009765625,2188.989990234375,2110.010009765625,2150.580078125,210600,2127.32177734375,0.0
2021-02-16,2139.18994140625,2198.030029296875,2133.7099609375,2184.159912109375,242400,2160.53857421875,0.0
2021-02-17,2183.389892578125,2237.949951171875,2174.14990234375,2233.77001953125,287700,2209.61181640625,0.0
2021-02-18,2190.030029296875,2275.909912109375,2190.030029296875,2259.7900390625,317000,2235.3505859375,0.0
2021-02-19,2273.0,2322.0400390625,2259.85009765625,2293.050048828125,353500,2268.2509765625,0.0
2021-02-22,2265.669921875,2392.969970703125,2265.669921875,2350.02001953125,504100,2324.60498046875,0.0
2021-02-23,2348.360107421875,2367.0,2292.169921875,2359.3701171875,515300,2333.853759765625,0.0
2021-02-24,2343.77001953125,2450.260009765625,2324.179931640625,2443.5,610000,2417.073974609375,0.0
2021-02-25,2419.929931640625,2438.949951171875,2261.469970703125,2273.199951171875,751800,2248.615478515625,0.0
2021-02-26,2343.89990234375,2345.0,2251.7099609375,2328.510009765625,503900,2303.327392578125,0.0
2021-03-01,2372.989990234375,2382.300048828125,2300.2099609375,2320.5,359900,2295.404052734375,0.0
2021-03-02,2338.0,2342.0,2275.0,2282.2099609375,310000,2257.52783203125,0.0
2021-03-03,2286.22998046875,2334.93994140625,2272.139892578125,2275.0,364500,2250.39599609375,0.0
2021-03-04,2277.169921875,2277.169921875,2163.39990234375,2219.35009765625,484100,2195.34814453125,0.0
2021-03-05,2235.77001953125,2312.800048828125,2178.8798828125,2307.10009765625,435300,2282.14892578125,0.0
2021-03-08,2303.429931640625,2412.340087890625,2298.360107421875,2368.739990234375,564000,2343.12255859375,0.0
