date,open,high,low,close,volume,adjclose,dividends
2021-01-04,160.77000427246094,161.3800048828125,157.1300048828125,160.3800048828125,7243400,148.5612030029297,0.0
2021-01-05,159.44000244140625,162.0800018310547,159.1199951171875,160.9199981689453,3911900,149.0614013671875,0.0
2021-01-06,158.3699951171875,165.14999389648438,158.0,163.07000732421875,4937000,151.05296325683594,0.0
2021-01-07,163.4499969482422,164.83999633789062,162.7899932861328,163.7100067138672,4144100,151.6457977294922,0.0
2021-01-08,163.74000549316406,166.25,163.0399932861328,165.0500030517578,4971200,152.8870391845703,0.0
2021-01-11,164.91000366210938,167.39999389648438,164.3000030517578,166.32000732421875,3005200,154.06344604492188,0.0
2021-01-12,166.2899932861328,170.24000549316406,165.16000366210938,168.99000549316406,4036900,156.53668212890625,0.0
2021-01-13,170.1300048828125,171.69000244140625,169.22000122070312,169.8300018310547,3291800,157.3148193359375,0.0
2021-01-14,170.35000610351562,172.5800018310547,169.97000122070312,170.38999938964844,4090900,157.83349609375,0.0
2021-01-15,168.49000549316406,172.00999450683594,168.0,171.33999633789062,3727200,158.71351623535156,0.0
2021-01-19,172.89999389648438,173.80999755859375,170.63999938964844,170.75999450683594,4683100,158.7321014404297,0.6
2021-01-20,171.24000549316406,174.0500030517578,169.64999389648438,172.38999938964844,3899800,160.24728393554688,0.0
2021-01-21,173.58999633789062,175.07000732421875,172.25999450683594,172.33999633789062,5322600,160.2008056640625,0.0
2021-01-22,171.88999938964844,174.1199951171875,171.02999877929688,172.39999389648438,3612300,160.25660705566406,0.0
2021-01-25,172.91000366210938,175.14999389648438,171.44000244140625,174.10000610351562,4764100,161.83685302734375,0.0
2021-01-26,174.2899932861328,174.89999389648438,173.0,173.6999969482422,2496200,161.46499633789062,0.0
2021-01-27,171.0399932861328,171.86000061035156,167.0399932861328,167.7100067138672,4762700,155.89694213867188,0.0
2021-01-28,168.88999938964844,173.72999572753906,167.75999450683594,172.33999633789062,3816600,160.2008056640625,0.0
2021-01-29,171.5500030517578,171.8000030517578,166.5,166.85000610351562,4400500,155.09750366210938,0.0
2021-02-01,167.1199951171875,168.19000244140625,162.13999938964844,163.3699951171875,3898500,151.8626251220703,0.0
2021-02-02,163.8800048828125,167.7899932861328,163.44000244140625,166.66000366210938,3181900,154.9208984375,0.0
2021-02-03,166.25999450683594,170.22000122070312,166.11000061035156,169.8800048828125,2996500,157.91412353515625,0.0
2021-02-04,170.52999877929688,173.13999938964844,169.80999755859375,173.02999877929688,2679800,160.84217834472656,0.0
2021-02-05,174.67999267578125,175.1999969482422,173.19000244140625,175.02999877929688,2562700,162.70135498046875,0.0
2021-02-08,175.97999572753906,179.2100067138672,175.50999450683594,179.1699981689453,3421800,166.54969787597656,0.0
2021-02-09,178.8300018310547,179.4600067138672,177.3800048828125,177.77999877929688,2723800,165.25762939453125,0.0
2021-02-10,179.0,179.0,175.13999938964844,177.24000549316406,2837900,164.7556610107422,0.0
2021-02-11,176.99000549316406,177.63999938964844,174.8800048828125,175.72999572753906,2783900,163.35205078125,0.0
2021-02-12,175.77000427246094,177.6699981689453,175.41000366210938,177.16000366210938,2035500,164.6812744140625,0.0
2021-02-16,176.27000427246094,177.3000030517578,173.92999267578125,174.05999755859375,2947700,161.79966735839844,0.0
2021-02-17,173.85000610351562,177.47000122070312,173.5,177.1300048828125,2244100,164.65342712402344,0.0
2021-02-18,175.9600067138672,178.0500030517578,175.35000610351562,177.16000366210938,2758700,164.6812744140625,0.0
2021-02-19,177.50999450683594,179.10000610351562,176.77999877929688,177.5399932861328,2842000,165.03451538085938,0.0
2021-02-22,176.22000122070312,176.49000549316406,172.1999969482422,172.41000366210938,3767700,160.265869140625,0.0
2021-02-23,170.75,170.91000366210938,165.0,168.58999633789062,5149500,156.71495056152344,0.0
2021-02-24,168.66000366210938,169.61000061035156,160.11000061035156,162.30999755859375,9972300,150.87730407714844,0.0
2021-02-25,163.49000549316406,163.5,157.9499969482422,158.52000427246094,6639300,147.35427856445312,0.0
2021-02-26,160.33999633789062,162.4199981689453,159.1300048828125,159.75,6030400,148.4976043701172,0.0
2021-03-01,160.75999450683594,163.5,160.75999450683594,161.94000244140625,3361100,150.53335571289062,0.0
2021-03-02,162.42999267578125,164.7899932861328,162.39999389648438,163.0500030517578,4330900,151.56521606445312,0.0
2021-03-03,162.19000244140625,162.8300018310547,158.22999572753906,158.2899932861328,5238500,147.1404571533203,0.0
2021-03-04,157.1699981689453,158.27999877929688,150.83999633789062,153.77000427246094,7792700,142.93882751464844,0.0
2021-03-05,154.9499969482422,159.08999633789062,151.07000732421875,158.5800018310547,5143100,147.4100341796875,0.0
2021-03-08,159.74000549316406,165.3000030517578,159.2899932861328,162.9199981689453,4613400,151.4443359375,0.0
2021-03-09,165.74000549316406,169.22000122070312,165.0,165.99000549316406,4585200,154.29812622070312,0.0
2021-03-10,167.0,170.39999389648438,166.4600067138672,168.4600067138672,3394900,156.59413146972656,0.0
2021-03-11,170.82000732421875,173.1300048828125,170.36000061035156,170.75,4989600,158.72280883789062,0.0
2021-03-12,170.0800018310547,171.8300018310547,169.22999572753906,171.5500030517578,3638700,159.46646118164062,0.0
2021-03-15,172.55999755859375,175.30999755859375,172.55999755859375,174.1999969482422,3745200,161.92979431152344,0.0
2021-03-16,174.02000427246094,176.52000427246094,173.97000122070312,175.3300018310547,3737200,162.98019409179688,0.0
2021-03-17,174.80999755859375,175.9199981689453,173.8800048828125,174.44000244140625,3119900,162.15289306640625,0.0
2021-03-18,172.91000366210938,176.6300048828125,172.30999755859375,174.8699951171875,3888100,162.55259704589844,0.0
2021-03-19,174.24000549316406,180.5500030517578,174.24000549316406,179.49000549316406,8525100,166.84719848632812,0.0
2021-03-22,179.5500030517578,183.60000610351562,178.33999633789062,181.88999938964844,4700200,169.07814025878906,0.0
2021-03-23,181.25,183.8000030517578,179.94000244140625,180.39999389648438,3324400,167.69309997558594,0.0
2021-03-24,181.1199951171875,184.14999389648438,180.64999389648438,180.67999267578125,3555400,167.953369140625,0.0
2021-03-25,179.7100067138672,186.1699981689453,179.52000427246094,185.1699981689453,4543300,172.12710571289062,0.0
2021-03-26,185.83999633789062,191.85000610351562,185.33999633789062,191.61000061035156,4795200,178.11349487304688,0.0
2021-03-29,192.0,192.91000366210938,187.7899932861328,188.6199951171875,3970900,175.3341064453125,0.0
2021-03-30,186.88999938964844,191.02000427246094,186.6999969482422,190.02000427246094,3547600,176.635498046875,0.0
