date,open,high,low,close,volume,adjclose,dividends
2010-01-04,64.70999908447266,64.98999786376953,64.41000366210938,64.68000030517578,9506200,41.32489013671875,0.0
2010-01-05,64.58000183105469,64.62000274658203,63.81999969482422,63.93000030517578,10673100,40.84571075439453,0.0
2010-01-06,63.900001525878906,64.54000091552734,63.83000183105469,64.44999694824219,13171500,41.177940368652344,0.0
2010-01-07,64.25,64.3499984741211,63.7400016784668,63.9900016784668,10901600,40.88404846191406,0.0
2010-01-08,63.91999816894531,64.26000213623047,63.630001068115234,64.20999908447266,7898000,41.024600982666016,0.0
2010-01-11,64.75,64.75,64.01000213623047,64.22000122070312,7975700,41.03098678588867,0.0
2010-01-12,64.12999725341797,64.72000122070312,64.0199966430664,64.55999755859375,10820700,41.24822235107422,0.0
2010-01-13,64.54000091552734,65.2300033569336,64.54000091552734,64.97000122070312,13023800,41.51017379760742,0.0
2010-01-14,65.19999694824219,65.2699966430664,64.75,65.0999984741211,7899000,41.593223571777344,0.0
2010-01-15,65.13999938964844,65.19999694824219,63.97999954223633,64.55999755859375,20995000,41.24822235107422,0.0
2010-01-19,64.13999938964844,65.75,64.11000061035156,65.3499984741211,15181800,41.752960205078125,0.0
2010-01-20,65.47000122070312,65.94999694824219,64.47000122070312,65.1500015258789,13033000,41.62518310546875,0.0
2010-01-21,65.06999969482422,65.47000122070312,63.79999923706055,63.970001220703125,14473900,40.871246337890625,0.0
2010-01-22,63.90999984741211,64.19000244140625,63.09000015258789,63.20000076293945,14017200,40.37930679321289,0.0
2010-01-25,63.66999816894531,63.70000076293945,63.04999923706055,63.220001220703125,10001700,40.39206314086914,0.0
2010-01-26,62.63999938964844,63.0099983215332,62.220001220703125,62.790000915527344,15630300,40.117347717285156,0.0
2010-01-27,62.779998779296875,63.720001220703125,62.70000076293945,63.439998626708984,14982400,40.53263473510742,0.0
2010-01-28,63.56999969482422,64.06999969482422,63.040000915527344,63.79999923706055,17096000,40.76264572143555,0.0
2010-01-29,63.95000076293945,64.2699966430664,62.81999969482422,62.86000061035156,17844400,40.162071228027344,0.0
2010-02-01,63.2599983215332,63.2599983215332,62.77000045776367,63.09000015258789,10153400,40.309017181396484,0.0
2010-02-02,63.20000076293945,64.19999694824219,62.630001068115234,63.9900016784668,13609300,40.88404846191406,0.0
2010-02-03,63.869998931884766,63.869998931884766,63.290000915527344,63.630001068115234,9255900,40.65403747558594,0.0
2010-02-04,63.4900016784668,63.619998931884766,62.619998931884766,62.63999938964844,18397000,40.0214958190918,0.0
