date,AAPL_close,AMT_close,AMZN_close,BA_close,BABA_close,BAC_close,BKNG_close,BRK_B_close,CCL_close,CVX_close,DIS_close,GOOG_close,GOOGL_close,HD_close,JNJ_close,JPM_close,KO_close,LOW_close,MA_close,MCD_close,META_close,MSFT_close,NFLX_close,NKE_close,NVDA_close,PFE_close,PG_close,PYPL_close,SBUX_close,TM_close,TSLA_close,TSM_close,UNH_close,UPS_close,V_close,WMT_close,XOM_close,^GSPC_close
2010-01-04,7.643214225769043,43.459999084472656,6.695000171661377,56.18000030517578,,15.6899995803833,223.9600067138672,66.22000122070312,32.060001373291016,79.05999755859375,32.06999969482422,15.610239028930664,15.684433937072754,28.670000076293945,64.68000030517578,42.84999847412109,28.520000457763672,23.15999984741211,25.68400001525879,62.77999877929688,,30.950000762939453,7.639999866485596,16.337499618530273,0.4622499942779541,17.96015167236328,61.119998931884766,,11.524999618530272,85.08000183105469,,11.579999923706056,31.530000686645508,58.18000030517578,22.03499984741211,18.07666778564453,69.1500015258789,1132.989990234375
2010-01-05,7.656428813934326,44.18000030517578,6.734499931335449,58.02000045776367,,16.200000762939453,226.55999755859372,66.54000091552734,32.369998931884766,79.62000274658203,31.989999771118164,15.541497230529783,15.615365028381348,28.8799991607666,63.93000030517578,43.68000030517578,28.174999237060547,22.920000076293945,25.607999801635746,62.29999923706055,,30.959999084472656,7.358571052551269,16.40250015258789,0.4690000116825104,17.7039852142334,61.13999938964844,,11.795000076293944,83.7699966430664,,11.529999732971191,31.479999542236328,58.27999877929688,21.78249931335449,17.89666748046875,69.41999816894531,1136.52001953125
2010-01-06,7.534643173217773,44.40999984741211,6.612500190734863,59.77999877929688,,16.389999389648438,219.0800018310547,66.19999694824219,31.790000915527344,79.62999725341797,31.81999969482422,15.149715423583984,15.221721649169922,28.780000686645508,64.44999694824219,43.91999816894531,28.165000915527344,22.979999542236328,25.55599975585937,61.45000076293945,,30.770000457763672,7.617143154144287,16.302499771118164,0.4720000028610229,17.647058486938477,60.84999847412109,,11.710000038146973,84.83999633789062,,11.489999771118164,31.790000915527344,57.84999847412109,21.489999771118164,17.856666564941406,70.0199966430664,1137.1400146484375
2010-01-07,7.520713806152344,44.290000915527344,6.5,62.20000076293945,,16.93000030517578,216.1300048828125,66.45999908447266,32.13999938964844,79.33000183105469,31.82999992370605,14.797037124633787,14.867366790771484,29.1200008392334,63.9900016784668,44.790000915527344,28.09499931335449,23.63999938964844,25.388999938964844,61.900001525878906,,30.450000762939453,7.485713958740234,16.462499618530273,0.4627499878406524,17.580644607543945,60.52000045776367,,11.68000030517578,83.79000091552734,,11.109999656677246,33.0099983215332,57.40999984741211,21.690000534057617,17.866666793823242,69.80000305175781,1141.68994140625
2010-01-08,7.570713996887207,44.380001068115234,6.676000118255615,61.59999847412109,,16.780000686645508,216.2100067138672,66.44000244140625,33.220001220703125,79.47000122070312,31.8799991607666,14.994297981262209,15.065566062927246,28.979999542236328,64.20999908447266,44.68000030517578,27.575000762939453,23.59000015258789,25.39800071716309,61.84000015258789,,30.65999984741211,7.614285945892334,16.43000030517578,0.4637500047683716,17.722959518432617,60.43999862670898,,11.640000343322754,85.76000213623047,,11.100000381469728,32.70000076293945,60.16999816894531,21.75,17.77666664123535,69.5199966430664,1144.97998046875
2010-01-11,7.503929138183594,43.97999954223633,6.515500068664551,60.869998931884766,,16.93000030517578,218.91000366210935,66.5,33.41999816894531,80.87999725341797,31.36000061035156,14.971632957458496,15.04279327392578,28.15999984741211,64.22000122070312,44.52999877929688,28.13500022888184,23.38999938964844,24.979999542236328,62.31999969482422,,30.270000457763672,7.604286193847656,16.227500915527344,0.4572499990463257,17.86527442932129,60.20000076293945,,11.604999542236328,86.19999694824219,,11.039999961853027,32.91999816894531,62.81999969482422,21.6875,18.06999969482422,70.30000305175781,1146.97998046875
2010-01-12,7.41857099533081,43.43999862670898,6.367499828338623,60.43000030517578,,16.360000610351562,213.97999572753903,66.0,32.880001068115234,80.41000366210938,30.81999969482422,14.70687484741211,14.776777267456056,27.979999542236328,64.55999755859375,43.4900016784668,28.440000534057617,23.32999992370605,24.965999603271484,62.65999984741211,,30.06999969482422,7.481429100036621,16.204999923706055,0.4417499899864197,17.808349609375,60.88999938964844,,11.40999984741211,89.5,,10.699999809265137,32.04999923706055,62.400001525878906,21.584999084472656,18.24333381652832,69.94999694824219,1136.219970703125
2010-01-13,7.523213863372803,44.36000061035156,6.45550012588501,61.15999984741211,,16.6200008392334,214.3000030517578,66.0,34.04999923706055,79.80000305175781,31.290000915527344,14.622441291809082,14.69194221496582,28.1299991607666,64.97000122070312,44.25,28.51499938964844,23.21999931335449,25.614999771118164,62.59000015258789,,30.350000381469727,7.708570957183838,16.350000381469727,0.4477500021457672,18.225805282592773,61.52000045776367,,11.6899995803833,89.19000244140625,,10.979999542236328,32.540000915527344,62.06999969482422,21.78499984741211,18.33666610717773,69.66999816894531,1145.6800537109375
2010-01-14,7.479642868041992,44.61000061035156,6.367499828338623,61.560001373291016,,16.81999969482422,208.7700042724609,65.95999908447266,35.06999969482422,79.55000305175781,31.020000457763672,14.691184043884276,14.761011123657228,28.299999237060547,65.0999984741211,44.68999862670898,28.565000534057617,23.190000534057617,26.04800033569336,62.650001525878906,,30.959999084472656,7.284286022186279,16.247499465942383,0.4407500028610229,18.387096405029297,61.58000183105469,,11.774999618530272,90.93000030517578,,10.869999885559082,33.31999969482422,62.20000076293945,21.86000061035156,18.06999969482422,69.68000030517578,1148.4599609375
2010-01-15,7.354642868041992,44.0,6.35699987411499,60.81999969482422,,16.260000228881836,208.7700042724609,64.94000244140625,34.22999954223633,79.2300033569336,30.600000381469727,14.445853233337402,14.514514923095703,28.56999969482422,64.55999755859375,43.68000030517578,28.145000457763672,23.1299991607666,26.26499938964844,62.27999877929688,,30.86000061035156,7.278571128845215,16.09749984741211,0.4277499914169311,18.4914608001709,60.81999969482422,,11.635000228881836,91.13999938964844,,10.600000381469728,33.75,61.93000030517578,21.53499984741211,17.893333435058594,69.11000061035156,1136.030029296875
2010-01-19,7.679999828338623,44.18999862670898,6.380499839782715,60.650001525878906,,16.31999969482422,208.6999969482422,66.63999938964844,35.0099983215332,79.68000030517578,31.01000022888184,14.635642051696776,14.705204963684082,28.8799991607666,65.3499984741211,43.27999877929688,28.209999084472656,23.11000061035156,26.475000381469727,63.47999954223633,,31.100000381469727,7.314286231994629,16.177499771118164,0.4357500076293945,18.97533226013184,61.720001220703125,,11.789999961853027,91.77999877929688,,10.960000038146973,35.130001068115234,62.25,21.962499618530277,18.010000228881836,69.2699966430664,1150.22998046875
2010-01-20,7.56178617477417,44.33000183105469,6.289000034332275,60.20000076293945,,16.489999771118164,206.30999755859372,69.5199966430664,34.310001373291016,78.1500015258789,31.190000534057617,14.45606517791748,14.524774551391602,28.65999984741211,65.1500015258789,43.400001525878906,27.75,22.799999237060547,26.339000701904297,63.0099983215332,,30.59000015258789,7.320000171661377,16.045000076293945,0.4339999854564667,18.918405532836918,60.45000076293945,,11.645000457763672,89.37000274658203,,10.800000190734863,34.54999923706055,61.15999984741211,21.854999542236328,17.953332901000977,68.02999877929688,1138.0400390625
2010-01-21,7.431070804595947,43.97999954223633,6.330999851226807,59.20000076293945,,15.470000267028809,208.0399932861328,72.72000122070312,34.209999084472656,76.23999786376953,30.61000061035156,14.520074844360352,14.589089393615724,28.479999542236328,63.970001220703125,40.540000915527344,27.184999465942383,22.88999938964844,25.85099983215332,63.20000076293945,,30.01000022888184,7.312857151031494,15.90999984741211,0.426250010728836,18.254268646240234,59.84000015258789,,11.84000015258789,90.41999816894533,,10.59000015258789,33.099998474121094,59.70000076293945,21.112499237060547,17.639999389648438,66.69999694824219,1116.47998046875
2010-01-22,7.0625,42.18000030517578,6.071499824523926,57.77000045776367,,14.899999618530272,204.1999969482422,70.0999984741211,33.29999923706055,74.58999633789062,29.979999542236328,13.69890308380127,13.76401424407959,27.71999931335449,63.20000076293945,39.15999984741211,27.1200008392334,22.309999465942383,25.18099975585937,63.38999938964844,,28.959999084472656,7.269999980926514,15.744999885559082,0.4115000069141388,17.988615036010742,60.310001373291016,,11.454999923706056,88.16999816894531,,10.09000015258789,33.15999984741211,58.75,20.6825008392334,17.64666748046875,66.0999984741211,1091.760009765625
